ID,Ativo,Tipo_Ativo,Ação,Tensão_kV,Carga_kVA,Corrente_A,Temperatura_C,Delta_Temp,Tentativas,Duracao_Min,Resultado,Ambiente,Executor,Tipo_Falha,Sprint,Simulado
1296,BA_69,Barramento,Sincronismo,15.23,883.3,300.0,36.93890604681194,7.66,1,13.6,Sucesso,Offshore,Ashley,,Sprint_10,True
1297,TR_35,Trafo,Intertravamento,16.43,1263.9,300.0,35.164179045506536,5.34,3,20.6,Sucesso,Lab,Ashley,,Sprint_7,False
1298,TR_93,Trafo,Intertravamento,14.24,675.8,300.0,33.856901032456015,3.85,1,16.3,Sucesso,Offshore,Jackie,,Sprint_5,False
1299,BA_95,Barramento,Isolamento,12.58,607.4,300.0,39.96986032037739,2.94,2,15.0,Sucesso,Campo,Ashley,,Sprint_20,False
1300,DI_10,Disjuntor,Sincronismo,10.48,1344.5,300.0,25.608977310982144,8.87,2,5.8,Sucesso,Offshore,Richard,,Sprint_5,False
1301,SE_97,Seccionadora,Isolamento,14.62,627.7,300.0,31.76339699249234,3.58,1,8.1,Sucesso,Lab,Lisa,,Sprint_18,False
1302,SE_22,Seccionadora,Isolamento,15.22,1046.3,300.0,35.02728922140657,3.83,1,5.4,Sucesso,Lab,Erin,,Sprint_17,True
1303,DI_27,Disjuntor,Intertravamento,14.22,912.9,300.0,36.359702954702705,4.11,1,9.8,Sucesso,Lab,Ashley,,Sprint_18,True
1304,TR_88,Trafo,Intertravamento,11.98,1100.0,300.0,30.00949669882234,4.98,2,12.9,Sucesso,Offshore,Randy,,Sprint_3,True
1305,DI_19,Disjuntor,Isolamento,14.99,100.0,300.0,38.391591365670806,2.2,1,10.6,Sucesso,Campo,Lisa,,Sprint_6,True
1306,DI_5,Disjuntor,Intertravamento,14.23,1275.6,300.0,38.449229819095905,9.87,2,11.7,Sucesso,Offshore,Holly,,Sprint_17,False
1307,RE_12,Relé,Energização,10.8,738.6,300.0,38.47166586842028,4.79,1,13.1,Sucesso,Offshore,Kimberly,,Sprint_1,False
1308,RE_72,Relé,Intertravamento,13.84,1472.3,300.0,30.284848272034775,1.78,1,8.9,Sucesso,Offshore,Rodney,,Sprint_15,False
1309,SE_56,Seccionadora,Intertravamento,14.86,697.1,300.0,29.400265690867883,2.42,1,10.2,Sucesso,Campo,Desiree,,Sprint_3,False
1310,BA_86,Barramento,Intertravamento,12.38,227.6,300.0,31.241720549448036,1.82,2,12.4,Sucesso,Offshore,Desiree,,Sprint_6,False
1311,DI_82,Disjuntor,Teste funcional,15.8,824.1,300.0,32.56836900334618,6.14,1,11.4,Sucesso,Campo,Colin,,Sprint_14,False
1312,SE_16,Seccionadora,Isolamento,16.76,957.9,300.0,38.72836761736792,5.05,2,13.2,Sucesso,Lab,Kimberly,,Sprint_2,False
1313,BA_74,Barramento,Energização,13.87,819.1,300.0,30.144633854252618,6.52,3,18.3,Sucesso,Campo,Janet,,Sprint_15,False
1314,DI_15,Disjuntor,Energização,14.67,367.2,300.0,36.15209417181834,1.34,3,12.9,Sucesso,Campo,Joseph,,Sprint_17,False
1315,SE_71,Seccionadora,Intertravamento,10.33,970.6,300.0,33.5516004501482,7.82,2,12.9,Sucesso,Lab,Holly,,Sprint_20,False
1316,DI_5,Disjuntor,Teste funcional,14.81,1254.9,300.0,38.592451486585645,7.95,1,10.9,Sucesso,Campo,Sarah,,Sprint_1,True
1317,TR_74,Trafo,Sincronismo,12.44,765.0,300.0,27.494977760507144,8.51,2,14.2,Sucesso,Campo,Philip,,Sprint_20,True
1318,TR_89,Trafo,Isolamento,14.71,673.6,300.0,47.884598755206575,8.49,2,12.8,Sucesso,Campo,Jennifer,,Sprint_6,False
1319,TR_25,Trafo,Energização,14.38,655.1,300.0,39.09728747586219,4.82,2,10.4,Sucesso,Offshore,Janet,,Sprint_3,False
1320,SE_74,Seccionadora,Energização,15.52,912.8,300.0,31.25411212731875,6.28,1,7.9,Sucesso,Lab,Rodney,,Sprint_10,False
1321,TR_25,Trafo,Sincronismo,13.88,833.5,300.0,28.770449256248376,4.88,2,12.4,Sucesso,Campo,Jackie,,Sprint_18,False
1322,RE_58,Relé,Intertravamento,15.78,785.9,300.0,35.916209552293594,3.78,2,7.6,Sucesso,Lab,Ashley,,Sprint_1,True
1323,BA_27,Barramento,Teste funcional,12.24,564.6,300.0,41.041616429736166,2.33,1,17.7,Falha,Lab,Rodney,Física,Sprint_12,True
1324,RE_35,Relé,Teste funcional,14.46,785.5,300.0,35.08958869110958,5.53,2,9.8,Sucesso,Campo,Randy,,Sprint_13,False
1325,SE_65,Seccionadora,Sincronismo,16.47,1348.9,300.0,32.1233131597846,6.45,2,20.8,Falha,Campo,Edward,Configuração,Sprint_5,False
1326,RE_84,Relé,Sincronismo,14.07,747.9,300.0,39.97977464113203,3.18,1,12.2,Sucesso,Lab,Rodney,,Sprint_20,False
1327,TR_49,Trafo,Isolamento,12.01,763.6,300.0,28.85810935341821,4.29,2,13.2,Sucesso,Offshore,Janet,,Sprint_15,True
1328,DI_45,Disjuntor,Intertravamento,14.44,603.6,300.0,35.55167716579688,3.25,2,16.3,Sucesso,Campo,Edward,,Sprint_8,False
1329,BA_60,Barramento,Intertravamento,12.2,744.4,300.0,35.94678355906853,8.59,1,3.6,Sucesso,Campo,Ashley,,Sprint_1,False
1330,DI_67,Disjuntor,Intertravamento,16.98,718.0,300.0,44.1690192968189,4.79,2,10.9,Sucesso,Lab,Sarah,,Sprint_18,False
1331,TR_81,Trafo,Energização,12.91,687.2,300.0,41.85254326554117,3.29,2,10.8,Sucesso,Offshore,Richard,,Sprint_9,False
1332,SE_73,Seccionadora,Teste funcional,14.45,489.3,300.0,32.3905213119588,6.16,2,16.3,Sucesso,Lab,Jennifer,,Sprint_7,False
1333,TR_45,Trafo,Isolamento,13.59,522.9,300.0,28.267072485149747,5.78,3,17.7,Sucesso,Lab,Joseph,,Sprint_13,False
1334,TR_1,Trafo,Energização,13.33,786.2,300.0,31.085667448512545,1.56,1,7.1,Sucesso,Campo,Jackie,,Sprint_14,False
1335,SE_36,Seccionadora,Teste funcional,13.73,672.8,300.0,27.106899257854472,7.84,1,12.9,Sucesso,Lab,Lisa,,Sprint_2,False
1336,RE_78,Relé,Intertravamento,14.51,518.9,300.0,26.4075998691471,0.77,1,7.2,Sucesso,Campo,Carrie,,Sprint_17,False
1337,BA_18,Barramento,Teste funcional,13.01,942.8,300.0,28.203374144042336,7.56,2,8.6,Sucesso,Lab,Lisa,,Sprint_11,True
1338,DI_22,Disjuntor,Energização,14.83,1075.8,300.0,34.608066501353036,9.91,1,10.7,Sucesso,Campo,Richard,,Sprint_16,False
1339,BA_86,Barramento,Intertravamento,13.7,832.3,300.0,28.91052861691869,5.22,3,16.4,Sucesso,Offshore,Holly,,Sprint_13,True
1340,TR_52,Trafo,Intertravamento,13.45,653.0,300.0,22.24986854241827,0.93,1,11.2,Sucesso,Lab,Rodney,,Sprint_12,False
1341,TR_62,Trafo,Intertravamento,13.21,789.3,300.0,37.171560334513075,7.74,3,14.4,Sucesso,Campo,Edward,,Sprint_16,False
1342,BA_11,Barramento,Intertravamento,12.89,722.2,300.0,27.910704043983763,5.55,1,12.0,Sucesso,Lab,Colin,,Sprint_10,False
1343,RE_51,Relé,Sincronismo,15.0,729.2,300.0,34.89236927155592,9.35,3,14.8,Sucesso,Lab,Sarah,,Sprint_5,True
1344,SE_52,Seccionadora,Isolamento,13.53,725.8,300.0,40.83597991679547,3.06,1,8.5,Sucesso,Offshore,Carrie,,Sprint_3,False
1345,DI_99,Disjuntor,Teste funcional,12.01,468.9,300.0,32.372884884235994,5.15,1,10.5,Sucesso,Lab,Colin,,Sprint_19,True
1346,TR_1,Trafo,Energização,14.95,1093.3,300.0,32.55517220070966,7.09,1,10.9,Sucesso,Lab,Jennifer,,Sprint_7,False
1347,DI_87,Disjuntor,Energização,13.94,929.9,300.0,37.60865108598301,5.92,1,13.3,Sucesso,Offshore,Kimberly,,Sprint_2,False
1348,RE_7,Relé,Sincronismo,10.87,524.7,300.0,42.101355426337314,8.5,1,17.6,Falha,Campo,Randy,Proteção,Sprint_19,False
1349,DI_99,Disjuntor,Isolamento,12.0,749.7,300.0,40.58961340838358,2.22,1,12.4,Sucesso,Offshore,Kimberly,,Sprint_6,True
1350,TR_69,Trafo,Sincronismo,13.49,563.6,300.0,26.52059452127805,7.2,1,13.8,Sucesso,Offshore,Janet,,Sprint_13,False
1351,RE_12,Relé,Isolamento,13.82,769.8,300.0,34.01471734639699,9.69,2,14.5,Sucesso,Lab,Lisa,,Sprint_11,False
1352,TR_93,Trafo,Isolamento,14.7,707.2,300.0,32.03521339312436,2.85,1,16.1,Falha,Offshore,Holly,Física,Sprint_7,False
1353,TR_14,Trafo,Sincronismo,11.98,1057.2,300.0,43.229114666092094,0.84,3,11.1,Sucesso,Campo,Lisa,,Sprint_1,False
1354,BA_19,Barramento,Isolamento,14.49,1072.5,300.0,36.669725239995195,8.32,2,11.9,Sucesso,Lab,Tyler,,Sprint_8,False
1355,RE_69,Relé,Teste funcional,12.7,617.9,300.0,39.92962908543893,8.04,1,12.7,Sucesso,Campo,Desiree,,Sprint_20,False
1356,DI_19,Disjuntor,Intertravamento,14.32,741.6,300.0,34.88052106195217,4.06,2,15.0,Sucesso,Offshore,Carrie,,Sprint_6,True
1357,TR_67,Trafo,Energização,12.82,402.1,300.0,29.84846174713327,3.85,1,10.6,Sucesso,Campo,Joseph,,Sprint_19,True
1358,TR_40,Trafo,Teste funcional,14.27,1344.4,300.0,35.33245330700347,7.63,1,3.9,Sucesso,Offshore,Colin,,Sprint_19,False
1359,RE_66,Relé,Sincronismo,13.03,1145.6,300.0,36.23015037108873,1.25,3,16.8,Sucesso,Lab,Rodney,,Sprint_4,False
1360,RE_20,Relé,Isolamento,13.74,1337.9,300.0,25.27374151519375,5.29,2,8.6,Sucesso,Campo,Leah,,Sprint_12,False
1361,TR_66,Trafo,Sincronismo,13.78,1180.7,300.0,38.65288934721075,7.25,2,19.7,Sucesso,Offshore,Jackie,,Sprint_13,False
1362,SE_17,Seccionadora,Energização,14.82,1132.7,300.0,39.03166009529465,7.94,1,11.8,Sucesso,Offshore,Kimberly,,Sprint_13,False
1363,BA_35,Barramento,Sincronismo,14.52,865.3,300.0,31.053238170487113,6.77,3,11.7,Sucesso,Lab,Desiree,,Sprint_1,False
1364,TR_80,Trafo,Isolamento,15.98,463.4,300.0,31.365025871414716,5.96,3,13.7,Sucesso,Offshore,Philip,,Sprint_19,False
1365,TR_58,Trafo,Sincronismo,13.64,503.4,300.0,28.808173844364397,2.33,2,17.1,Sucesso,Offshore,Kimberly,,Sprint_17,False
1366,DI_50,Disjuntor,Sincronismo,13.95,612.0,300.0,29.462692956861545,6.33,3,19.6,Sucesso,Campo,Rodney,,Sprint_11,False
1367,BA_64,Barramento,Energização,13.5,554.4,300.0,38.247453780111485,3.96,1,6.9,Sucesso,Campo,Jackie,,Sprint_4,False
1368,DI_4,Disjuntor,Teste funcional,12.32,1120.0,300.0,33.74116586464815,3.49,2,12.3,Sucesso,Offshore,Philip,,Sprint_2,True
1369,RE_51,Relé,Sincronismo,13.41,696.6,300.0,32.860828921410636,8.4,1,16.0,Sucesso,Lab,Ashley,,Sprint_9,False
1370,RE_71,Relé,Isolamento,13.06,730.2,300.0,35.385140104229365,7.98,2,22.1,Falha,Lab,Janet,Comunicação,Sprint_15,False
1371,SE_67,Seccionadora,Teste funcional,13.91,589.3,300.0,29.64433468083233,7.53,1,19.4,Falha,Campo,Rodney,Configuração,Sprint_14,False
1372,DI_67,Disjuntor,Sincronismo,13.55,845.0,300.0,34.53077191888317,4.03,2,15.4,Sucesso,Lab,Erin,,Sprint_17,False
1373,TR_88,Trafo,Teste funcional,15.8,866.2,300.0,24.29432142015047,2.81,1,11.4,Sucesso,Lab,Joseph,,Sprint_4,True
1374,RE_17,Relé,Teste funcional,11.59,750.6,300.0,30.71413813054147,2.75,2,14.5,Sucesso,Campo,Philip,,Sprint_17,False
1375,BA_98,Barramento,Sincronismo,15.44,412.5,300.0,38.948365335078535,7.57,1,3.7,Sucesso,Offshore,Edward,,Sprint_7,True
1376,RE_54,Relé,Isolamento,12.82,1495.3,300.0,37.917024578990954,5.3,1,12.0,Sucesso,Campo,Edward,,Sprint_12,False
1377,DI_27,Disjuntor,Intertravamento,13.54,659.3,300.0,44.58661497068703,6.64,2,11.8,Sucesso,Lab,Philip,,Sprint_1,True
1378,SE_31,Seccionadora,Sincronismo,14.1,1030.8,300.0,39.134060201534574,1.96,1,12.9,Sucesso,Lab,Desiree,,Sprint_20,False
1379,TR_90,Trafo,Intertravamento,14.0,1321.3,300.0,35.052405799216224,1.44,1,9.1,Sucesso,Campo,Jennifer,,Sprint_13,True
1380,TR_54,Trafo,Intertravamento,13.91,1044.3,300.0,32.401599461504,0.88,1,10.7,Sucesso,Lab,Colin,,Sprint_14,False
1381,BA_3,Barramento,Energização,12.88,837.0,300.0,32.78614221656902,6.37,2,15.9,Sucesso,Offshore,Jennifer,,Sprint_17,False
1382,SE_12,Seccionadora,Energização,12.57,842.2,300.0,43.24595661667231,2.59,1,12.6,Sucesso,Lab,Kimberly,,Sprint_17,True
1383,RE_60,Relé,Intertravamento,14.02,428.0,300.0,30.270995342004763,3.95,1,10.1,Sucesso,Lab,Janet,,Sprint_7,True
1384,RE_44,Relé,Energização,14.8,711.7,300.0,24.986299324427044,9.02,1,10.2,Sucesso,Campo,Janet,,Sprint_6,True
1385,TR_23,Trafo,Teste funcional,13.59,911.8,300.0,38.94909851756118,4.11,2,14.3,Sucesso,Campo,Jackie,,Sprint_18,False
1386,DI_25,Disjuntor,Intertravamento,13.97,312.9,300.0,33.906705713741175,4.62,1,13.5,Sucesso,Campo,Rodney,,Sprint_11,True
1387,BA_81,Barramento,Sincronismo,14.3,952.0,300.0,24.334077861859278,2.26,2,19.3,Sucesso,Lab,Ashley,,Sprint_13,True
1388,SE_4,Seccionadora,Intertravamento,14.38,562.5,300.0,41.97770790039026,4.35,1,7.7,Sucesso,Campo,Kimberly,,Sprint_14,True
1389,DI_13,Disjuntor,Sincronismo,11.0,1473.4,300.0,32.80158995540775,7.31,3,19.4,Sucesso,Campo,Carrie,,Sprint_1,False
1390,BA_91,Barramento,Sincronismo,14.33,917.6,300.0,40.29092350929399,5.97,1,11.6,Sucesso,Campo,Randy,,Sprint_1,False
1391,TR_84,Trafo,Sincronismo,12.35,457.6,300.0,33.967081510859984,5.71,1,10.9,Sucesso,Campo,Erin,,Sprint_6,False
1392,SE_15,Seccionadora,Intertravamento,8.92,1433.6,300.0,36.07266459443208,6.98,2,10.2,Sucesso,Offshore,Kimberly,,Sprint_20,True
1393,TR_39,Trafo,Isolamento,12.0,294.9,300.0,35.317182549339336,8.74,3,19.0,Sucesso,Campo,Desiree,,Sprint_9,False
1394,SE_95,Seccionadora,Isolamento,12.1,450.1,300.0,31.691343128639623,8.38,3,17.0,Sucesso,Offshore,Ashley,,Sprint_11,True
1395,BA_99,Barramento,Sincronismo,15.38,531.2,300.0,25.281716361418887,1.35,2,14.6,Sucesso,Offshore,Ashley,,Sprint_2,True
1396,BA_17,Barramento,Isolamento,13.45,793.5,300.0,42.31841000986055,5.91,1,4.8,Sucesso,Offshore,Joseph,,Sprint_18,True
1397,SE_48,Seccionadora,Sincronismo,13.47,1021.8,300.0,37.57266233170904,6.43,3,12.0,Sucesso,Campo,Ashley,,Sprint_3,False
1398,RE_55,Relé,Teste funcional,15.4,539.9,300.0,29.996492816102254,5.73,1,13.1,Sucesso,Campo,Lisa,,Sprint_14,False
1399,RE_73,Relé,Teste funcional,15.47,680.2,300.0,26.772114705336286,5.32,1,9.8,Sucesso,Lab,Philip,,Sprint_3,False
1400,SE_62,Seccionadora,Teste funcional,14.52,989.6,300.0,37.36522636419001,2.32,3,16.3,Sucesso,Lab,Leah,,Sprint_11,False
1401,DI_48,Disjuntor,Intertravamento,13.67,879.4,300.0,34.89500871832862,8.59,1,10.7,Sucesso,Offshore,Philip,,Sprint_7,False
1402,SE_45,Seccionadora,Isolamento,14.98,727.7,300.0,36.446366055429095,0.77,1,10.5,Sucesso,Campo,Lisa,,Sprint_7,False
1403,SE_44,Seccionadora,Teste funcional,12.66,1194.8,300.0,32.754799036337594,7.17,1,12.7,Sucesso,Offshore,Erin,,Sprint_9,True
1404,TR_97,Trafo,Teste funcional,14.25,1341.9,300.0,34.36186910674758,5.28,3,15.4,Sucesso,Lab,Leah,,Sprint_20,False
1405,BA_60,Barramento,Teste funcional,14.09,622.5,300.0,34.15479277963061,7.67,2,17.6,Sucesso,Campo,Holly,,Sprint_3,False
1406,RE_70,Relé,Teste funcional,11.11,940.3,300.0,36.80507002340629,2.57,1,8.5,Sucesso,Campo,Holly,,Sprint_9,False
1407,SE_48,Seccionadora,Isolamento,11.01,570.6,300.0,36.21231485861355,6.45,2,14.0,Sucesso,Campo,Sarah,,Sprint_7,False
1408,SE_48,Seccionadora,Sincronismo,13.52,1177.8,300.0,33.16629363460315,3.67,1,11.0,Sucesso,Lab,Lisa,,Sprint_16,False
1409,DI_76,Disjuntor,Teste funcional,13.29,479.9,300.0,30.663164364605365,4.97,1,10.3,Sucesso,Lab,Colin,,Sprint_12,False
1410,TR_10,Trafo,Teste funcional,11.08,290.0,300.0,38.678403818798664,9.87,3,14.3,Sucesso,Campo,Colin,,Sprint_12,False
1411,BA_43,Barramento,Energização,12.03,720.3,300.0,36.23999582278018,1.84,1,9.6,Sucesso,Offshore,Jennifer,,Sprint_14,False
1412,DI_73,Disjuntor,Intertravamento,13.49,766.8,300.0,25.164467712693163,7.22,2,13.6,Sucesso,Lab,Sarah,,Sprint_1,False
1413,RE_15,Relé,Teste funcional,16.74,1054.5,300.0,36.699323166423525,6.49,2,14.4,Sucesso,Offshore,Janet,,Sprint_11,False
1414,RE_15,Relé,Sincronismo,15.75,641.1,300.0,31.548309383280476,3.11,2,7.6,Sucesso,Lab,Carrie,,Sprint_16,False
1415,RE_95,Relé,Sincronismo,13.21,784.7,300.0,41.575626676125495,1.36,2,10.0,Sucesso,Campo,Tyler,,Sprint_2,False
1416,RE_38,Relé,Intertravamento,14.5,388.2,300.0,33.68962266225362,2.5,3,18.2,Sucesso,Lab,Randy,,Sprint_15,False
1417,RE_49,Relé,Energização,16.01,465.3,300.0,42.59357262910422,8.3,3,14.8,Sucesso,Campo,Leah,,Sprint_15,False
1418,DI_89,Disjuntor,Intertravamento,15.72,726.6,300.0,35.36322106521653,2.87,1,14.6,Sucesso,Campo,Edward,,Sprint_14,False
1419,TR_90,Trafo,Teste funcional,15.46,646.0,300.0,36.03067689811302,4.84,2,13.0,Sucesso,Campo,Lisa,,Sprint_6,True
1420,TR_74,Trafo,Energização,13.07,798.2,300.0,28.309735497325406,9.26,2,18.3,Sucesso,Campo,Erin,,Sprint_15,False
1421,RE_19,Relé,Sincronismo,13.63,499.5,300.0,35.00286103119169,9.28,1,9.9,Sucesso,Offshore,Colin,,Sprint_10,False
1422,SE_93,Seccionadora,Sincronismo,14.46,721.2,300.0,41.46994606645834,4.19,2,12.1,Sucesso,Offshore,Janet,,Sprint_8,False
1423,SE_45,Seccionadora,Teste funcional,13.51,1018.4,300.0,36.16975999324413,3.07,3,14.2,Sucesso,Offshore,Kimberly,,Sprint_6,True
1424,BA_75,Barramento,Sincronismo,11.79,463.6,300.0,32.33484669930512,6.77,1,12.6,Falha,Offshore,Richard,Comunicação,Sprint_15,False
1425,RE_48,Relé,Isolamento,14.95,922.7,300.0,37.74900931385334,8.55,3,19.4,Sucesso,Lab,Colin,,Sprint_3,True
1426,TR_35,Trafo,Intertravamento,16.35,675.6,300.0,30.95840230701238,1.86,2,14.2,Sucesso,Campo,Randy,,Sprint_4,True
1427,SE_66,Seccionadora,Intertravamento,13.11,1525.8,300.0,31.712671533099577,7.5,2,11.5,Sucesso,Lab,Holly,,Sprint_4,False
1428,TR_89,Trafo,Sincronismo,14.45,847.8,300.0,43.06248883469504,6.64,2,12.0,Sucesso,Campo,Randy,,Sprint_5,False
1429,SE_42,Seccionadora,Isolamento,12.29,640.2,300.0,43.499165068818925,1.8,3,33.5,Falha,Campo,Lisa,Configuração,Sprint_5,True
1430,TR_94,Trafo,Intertravamento,16.24,939.2,300.0,30.903148724603888,1.07,3,13.8,Sucesso,Offshore,Jackie,,Sprint_8,True
1431,BA_94,Barramento,Teste funcional,11.15,836.1,300.0,28.904246295289298,7.17,1,14.3,Sucesso,Offshore,Randy,,Sprint_7,False
1432,BA_81,Barramento,Isolamento,15.15,1185.4,300.0,23.417474176070442,9.24,2,10.6,Sucesso,Lab,Lisa,,Sprint_4,True
1433,DI_77,Disjuntor,Teste funcional,13.22,895.8,300.0,36.987529725454884,3.02,2,8.7,Sucesso,Offshore,Desiree,,Sprint_16,False
1434,RE_54,Relé,Sincronismo,11.25,1112.5,300.0,26.01861716611232,3.86,3,15.0,Sucesso,Offshore,Jennifer,,Sprint_7,False
1435,TR_31,Trafo,Intertravamento,15.49,546.2,300.0,35.00579781884848,0.93,2,18.1,Sucesso,Lab,Lisa,,Sprint_18,False
1436,RE_50,Relé,Isolamento,12.7,113.0,300.0,40.268476011555435,9.17,1,7.2,Sucesso,Offshore,Carrie,,Sprint_19,False
1437,SE_58,Seccionadora,Energização,15.25,163.2,300.0,35.83442095452559,3.66,2,14.6,Sucesso,Campo,Kimberly,,Sprint_10,False
1438,SE_11,Seccionadora,Sincronismo,13.87,1044.2,300.0,32.024251108667755,3.06,1,11.0,Sucesso,Offshore,Jackie,,Sprint_15,True
1439,SE_82,Seccionadora,Energização,17.04,262.3,300.0,36.14033433826595,7.95,2,12.1,Sucesso,Campo,Richard,,Sprint_18,True
1440,BA_10,Barramento,Sincronismo,15.2,1096.1,300.0,44.5384031715699,4.72,3,14.8,Sucesso,Offshore,Edward,,Sprint_17,False
1441,RE_84,Relé,Isolamento,15.04,1067.9,300.0,41.50701195153846,5.84,3,8.0,Sucesso,Campo,Joseph,,Sprint_7,False
1442,TR_99,Trafo,Isolamento,11.9,848.3,300.0,42.53853849656682,9.56,1,8.8,Sucesso,Offshore,Holly,,Sprint_6,False
1443,SE_63,Seccionadora,Intertravamento,12.16,806.5,300.0,33.29239792497347,6.45,1,12.7,Sucesso,Campo,Randy,,Sprint_10,False
1444,DI_4,Disjuntor,Isolamento,11.84,687.9,300.0,35.57138170203159,7.67,1,11.6,Sucesso,Lab,Jennifer,,Sprint_6,True
1445,BA_46,Barramento,Teste funcional,12.85,999.5,300.0,34.23624902662788,8.56,3,23.1,Falha,Offshore,Ashley,Configuração,Sprint_13,False
1446,DI_60,Disjuntor,Intertravamento,13.0,1309.0,300.0,33.33993053730592,0.9,1,12.1,Sucesso,Offshore,Desiree,,Sprint_7,False
1447,BA_81,Barramento,Sincronismo,14.94,1169.8,300.0,34.83778669053206,9.92,1,14.7,Sucesso,Lab,Jackie,,Sprint_6,False
1448,SE_34,Seccionadora,Sincronismo,14.5,775.0,300.0,43.42872095986981,7.28,1,13.7,Sucesso,Offshore,Desiree,,Sprint_9,False
1449,RE_15,Relé,Teste funcional,17.85,777.1,300.0,39.68168690414665,7.74,1,15.6,Falha,Offshore,Erin,Elétrica,Sprint_4,False
1450,BA_18,Barramento,Isolamento,14.12,1064.2,300.0,35.89714760647467,2.59,1,13.9,Sucesso,Offshore,Joseph,,Sprint_10,False
1451,RE_43,Relé,Intertravamento,14.12,1142.8,300.0,33.53181453553363,1.31,1,7.1,Sucesso,Campo,Carrie,,Sprint_13,False
1452,DI_72,Disjuntor,Energização,14.2,1117.9,300.0,36.46148006307,9.72,2,14.9,Sucesso,Lab,Sarah,,Sprint_16,False
1453,TR_72,Trafo,Isolamento,12.11,969.3,300.0,43.758981085353,9.97,1,12.5,Sucesso,Offshore,Philip,,Sprint_17,False
1454,DI_50,Disjuntor,Sincronismo,14.48,732.7,300.0,34.188667304564035,6.03,1,9.0,Sucesso,Lab,Sarah,,Sprint_12,False
1455,SE_91,Seccionadora,Sincronismo,13.66,773.2,300.0,26.900939967668634,5.36,1,9.3,Sucesso,Campo,Richard,,Sprint_13,False
1456,BA_18,Barramento,Energização,12.24,1151.3,300.0,39.1350861718972,9.08,1,8.8,Sucesso,Campo,Ashley,,Sprint_14,False
1457,DI_66,Disjuntor,Sincronismo,15.92,557.8,300.0,48.99282956015452,7.27,1,10.0,Sucesso,Offshore,Richard,,Sprint_8,True
1458,RE_34,Relé,Sincronismo,12.86,828.9,300.0,23.503211518814695,5.58,1,10.5,Sucesso,Lab,Joseph,,Sprint_9,True
1459,DI_12,Disjuntor,Sincronismo,15.38,832.4,300.0,34.91129082742811,4.84,1,6.8,Sucesso,Offshore,Randy,,Sprint_4,False
1460,DI_13,Disjuntor,Energização,12.87,225.2,300.0,42.551433256365726,4.71,2,12.3,Sucesso,Campo,Jackie,,Sprint_8,True
1461,BA_36,Barramento,Sincronismo,11.72,829.4,300.0,31.41915741763312,6.42,1,5.7,Sucesso,Lab,Joseph,,Sprint_12,False
1462,DI_53,Disjuntor,Isolamento,13.26,734.1,300.0,40.764670884873865,7.3,2,10.9,Sucesso,Campo,Richard,,Sprint_13,True
1463,SE_9,Seccionadora,Isolamento,13.21,533.3,300.0,32.41645445285057,1.95,1,9.3,Sucesso,Offshore,Edward,,Sprint_15,False
1464,SE_52,Seccionadora,Sincronismo,12.65,519.8,300.0,26.934915932115153,9.36,1,10.2,Sucesso,Campo,Janet,,Sprint_2,True
1465,RE_78,Relé,Intertravamento,16.52,518.1,300.0,33.81733373951938,6.5,3,12.4,Sucesso,Campo,Leah,,Sprint_14,False
1466,RE_66,Relé,Energização,15.54,1144.8,300.0,38.341666148030804,9.0,3,12.6,Sucesso,Offshore,Ashley,,Sprint_15,False
1467,BA_21,Barramento,Isolamento,14.43,738.4,300.0,42.14865363096176,2.54,3,23.8,Falha,Offshore,Jackie,Proteção,Sprint_9,False
1468,TR_10,Trafo,Sincronismo,16.84,269.1,300.0,32.358879970061146,1.77,1,9.6,Sucesso,Lab,Edward,,Sprint_10,True
1469,SE_4,Seccionadora,Isolamento,13.24,837.4,300.0,44.719834118875646,9.8,2,10.8,Sucesso,Offshore,Richard,,Sprint_2,False
1470,SE_48,Seccionadora,Energização,12.86,676.3,300.0,43.968473211403264,9.71,2,12.7,Sucesso,Campo,Jennifer,,Sprint_1,True
1471,BA_20,Barramento,Teste funcional,12.65,833.8,300.0,29.022123358882773,7.33,2,11.0,Sucesso,Lab,Janet,,Sprint_14,False
1472,BA_38,Barramento,Isolamento,12.84,941.2,300.0,33.53702625046195,9.98,3,10.0,Sucesso,Offshore,Jackie,,Sprint_11,True
1473,BA_45,Barramento,Isolamento,14.97,716.3,300.0,42.62142430373739,6.18,1,7.1,Sucesso,Lab,Rodney,,Sprint_8,True
1474,RE_58,Relé,Sincronismo,11.66,675.1,300.0,34.21275535392008,8.11,3,12.3,Sucesso,Offshore,Desiree,,Sprint_11,True
1475,BA_90,Barramento,Isolamento,12.31,1338.9,300.0,22.089704146182658,6.09,1,10.6,Sucesso,Campo,Colin,,Sprint_14,False
1476,SE_34,Seccionadora,Teste funcional,15.14,848.6,300.0,41.392185112098545,4.59,1,8.9,Sucesso,Offshore,Desiree,,Sprint_3,False
1477,SE_54,Seccionadora,Teste funcional,14.49,791.4,300.0,41.96857782209063,6.48,1,5.1,Sucesso,Lab,Lisa,,Sprint_2,False
1478,RE_37,Relé,Energização,12.23,587.1,300.0,37.483343965903195,5.1,3,18.7,Sucesso,Lab,Tyler,,Sprint_8,False
1479,SE_4,Seccionadora,Energização,13.65,644.3,300.0,30.545072790232847,6.64,2,15.0,Sucesso,Offshore,Leah,,Sprint_14,False
